Entity,Code,Date,"Daily new confirmed deaths due to COVID-19 (rolling 7-day average, right-aligned)"
Afghanistan,AFG,2020-08-10,5.57143
Afghanistan,AFG,2020-08-11,8
Afghanistan,AFG,2020-08-12,8.57143
Afghanistan,AFG,2020-08-13,9.14286
Afghanistan,AFG,2020-08-14,8.57143
Afghanistan,AFG,2020-08-15,8
Afghanistan,AFG,2020-08-16,7.85714
Afghanistan,AFG,2020-08-17,7
Afghanistan,AFG,2020-08-18,5.14286
Afghanistan,AFG,2020-08-19,4
Afghanistan,AFG,2020-08-20,3
Afghanistan,AFG,2020-08-21,2.28571
Afghanistan,AFG,2020-08-22,2.14286
Afghanistan,AFG,2020-08-23,1.71429
Afghanistan,AFG,2020-08-24,1.71429
Afghanistan,AFG,2020-08-25,2.28571
Afghanistan,AFG,2020-08-26,2.57143
Afghanistan,AFG,2020-08-27,2.28571
Afghanistan,AFG,2020-08-28,2.42857
Afghanistan,AFG,2020-08-29,2.42857
Afghanistan,AFG,2020-08-30,2.14286
Afghanistan,AFG,2020-08-31,1.85714
Afghanistan,AFG,2020-09-01,1.28571
Afghanistan,AFG,2020-09-02,1.14286
Afghanistan,AFG,2020-09-03,1.14286
Afghanistan,AFG,2020-09-04,1
Afghanistan,AFG,2020-09-05,1
Afghanistan,AFG,2020-09-06,1.42857
Afghanistan,AFG,2020-09-07,1.85714
Afghanistan,AFG,2020-09-08,1.71429
Afghanistan,AFG,2020-09-09,1.57143
Afghanistan,AFG,2020-09-10,1.57143
Afghanistan,AFG,2020-09-11,1.57143
Afghanistan,AFG,2020-09-12,1.57143
Afghanistan,AFG,2020-09-13,1.14286
Afghanistan,AFG,2020-09-14,1.57143
Afghanistan,AFG,2020-09-15,1.28571
Afghanistan,AFG,2020-09-16,2.42857
Afghanistan,AFG,2020-09-17,2.42857
Afghanistan,AFG,2020-09-18,2.57143
Afghanistan,AFG,2020-09-19,2.57143
Afghanistan,AFG,2020-09-20,3.14286
Afghanistan,AFG,2020-09-21,2.71429
Afghanistan,AFG,2020-09-22,2.71429
Afghanistan,AFG,2020-09-23,1.42857
Afghanistan,AFG,2020-09-24,2.14286
Afghanistan,AFG,2020-09-25,2
Afghanistan,AFG,2020-09-26,2.28571
Afghanistan,AFG,2020-09-27,1.71429
Afghanistan,AFG,2020-09-28,1.71429
Afghanistan,AFG,2020-09-29,1.85714
Afghanistan,AFG,2020-09-30,1.71429
Afghanistan,AFG,2020-10-01,1
Afghanistan,AFG,2020-10-02,1
Afghanistan,AFG,2020-10-03,1.28571
Afghanistan,AFG,2020-10-04,1.28571
Afghanistan,AFG,2020-10-05,1.42857
Afghanistan,AFG,2020-10-06,1.28571
Afghanistan,AFG,2020-10-07,1.57143
Afghanistan,AFG,2020-10-08,1.71429
Afghanistan,AFG,2020-10-09,2
Afghanistan,AFG,2020-10-10,1.57143
Afghanistan,AFG,2020-10-11,2.14286
Afghanistan,AFG,2020-10-12,1.85714
Afghanistan,AFG,2020-10-13,1.85714
Afghanistan,AFG,2020-10-14,1.71429
Afghanistan,AFG,2020-10-15,1.57143
Afghanistan,AFG,2020-10-16,1.85714
Afghanistan,AFG,2020-10-17,2.14286
Afghanistan,AFG,2020-10-18,2.14286
Afghanistan,AFG,2020-10-19,2.57143
Afghanistan,AFG,2020-10-20,2.71429
Afghanistan,AFG,2020-10-21,2.85714
Afghanistan,AFG,2020-10-22,3.42857
Afghanistan,AFG,2020-10-23,3.14286
Afghanistan,AFG,2020-10-24,3.28571
Afghanistan,AFG,2020-10-25,3.14286
Afghanistan,AFG,2020-10-26,3
Afghanistan,AFG,2020-10-27,3.42857
Afghanistan,AFG,2020-10-28,4
Afghanistan,AFG,2020-10-29,3.85714
Afghanistan,AFG,2020-10-30,3.71429
Afghanistan,AFG,2020-10-31,3.57143
Afghanistan,AFG,2020-11-01,3.14286
Afghanistan,AFG,2020-11-02,3.42857
Afghanistan,AFG,2020-11-03,3.14286
Afghanistan,AFG,2020-11-04,2.85714
Afghanistan,AFG,2020-11-05,3.28571
Afghanistan,AFG,2020-11-06,3.14286
Afghanistan,AFG,2020-11-07,3
Afghanistan,AFG,2020-11-08,3.85714
Afghanistan,AFG,2020-11-09,4.71429
Afghanistan,AFG,2020-11-10,4.71429
Afghanistan,AFG,2020-11-11,4.71429
Afghanistan,AFG,2020-11-12,5.28571
Afghanistan,AFG,2020-11-13,5.85714
Afghanistan,AFG,2020-11-14,7
Afghanistan,AFG,2020-11-15,7.85714
Afghanistan,AFG,2020-11-16,8.28571
Afghanistan,AFG,2020-11-17,8.71429
Afghanistan,AFG,2020-11-18,9.14286
Afghanistan,AFG,2020-11-19,8.42857
Afghanistan,AFG,2020-11-20,9.71429
Afghanistan,AFG,2020-11-21,10
Afghanistan,AFG,2020-11-22,10
Afghanistan,AFG,2020-11-23,9.57143
Afghanistan,AFG,2020-11-24,10.57143
Afghanistan,AFG,2020-11-25,11.42857
Afghanistan,AFG,2020-11-26,12
Afghanistan,AFG,2020-11-27,10.57143
Afghanistan,AFG,2020-11-28,10.57143
Afghanistan,AFG,2020-11-29,12
Afghanistan,AFG,2020-11-30,13.28571
Afghanistan,AFG,2020-12-01,15.28571
Afghanistan,AFG,2020-12-02,16.14286
Afghanistan,AFG,2020-12-03,15.57143
Afghanistan,AFG,2020-12-04,15.14286
Afghanistan,AFG,2020-12-05,16
Afghanistan,AFG,2020-12-06,14.28571
Afghanistan,AFG,2020-12-07,15
Afghanistan,AFG,2020-12-08,12
Afghanistan,AFG,2020-12-09,11.14286
Afghanistan,AFG,2020-12-10,12.71429
Afghanistan,AFG,2020-12-11,14.14286
Afghanistan,AFG,2020-12-12,13.14286
Afghanistan,AFG,2020-12-13,13
Afghanistan,AFG,2020-12-14,9.85714
Afghanistan,AFG,2020-12-15,12.71429
Afghanistan,AFG,2020-12-16,13.14286
Afghanistan,AFG,2020-12-17,12.85714
Afghanistan,AFG,2020-12-18,12.14286
Afghanistan,AFG,2020-12-19,13
Afghanistan,AFG,2020-12-20,14.57143
Afghanistan,AFG,2020-12-21,16.14286
Afghanistan,AFG,2020-12-22,14.42857
Afghanistan,AFG,2020-12-23,15.14286
Afghanistan,AFG,2020-12-24,14.42857
Afghanistan,AFG,2020-12-25,15.57143
Afghanistan,AFG,2020-12-26,14.57143
Afghanistan,AFG,2020-12-27,13.28571
Afghanistan,AFG,2020-12-28,13.14286
Afghanistan,AFG,2020-12-29,11.85714
Afghanistan,AFG,2020-12-30,9.14286
Afghanistan,AFG,2020-12-31,9.28571
Afghanistan,AFG,2021-01-01,7.42857
Afghanistan,AFG,2021-01-02,6
Afghanistan,AFG,2021-01-03,4.42857
Africa,,2020-02-15,0
Africa,,2020-02-16,0
Africa,,2020-02-17,0
Africa,,2020-02-18,0
Africa,,2020-02-19,0
Africa,,2020-02-20,0
Africa,,2020-02-21,0
Africa,,2020-02-22,0
Africa,,2020-02-23,0
Africa,,2020-02-24,0
Africa,,2020-02-25,0
Africa,,2020-02-26,0
Africa,,2020-02-27,0
Africa,,2020-02-28,0
Africa,,2020-02-29,0
Africa,,2020-03-01,0
Africa,,2020-03-02,0
Africa,,2020-03-03,0
Africa,,2020-03-04,0
Africa,,2020-03-05,0
Africa,,2020-03-06,0
Africa,,2020-03-07,0
Africa,,2020-03-08,0.14286
Africa,,2020-03-09,0.14286
Africa,,2020-03-10,0.28571
Africa,,2020-03-11,0.28571
Africa,,2020-03-12,0.42857
Africa,,2020-03-13,0.85714
Africa,,2020-03-14,1
Africa,,2020-03-15,1
Africa,,2020-03-16,1
Africa,,2020-03-17,1.28571
Africa,,2020-03-18,2.14286
Africa,,2020-03-19,2.42857
Africa,,2020-03-20,2.85714
Africa,,2020-03-21,4.14286
Africa,,2020-03-22,5.71429
Africa,,2020-03-23,7
Africa,,2020-03-24,7.57143
Africa,,2020-03-25,8
Africa,,2020-03-26,10.14286
Africa,,2020-03-27,12.71429
Africa,,2020-03-28,14
Africa,,2020-03-29,14.85714
Africa,,2020-03-30,16.57143
Africa,,2020-03-31,19.42857
Africa,,2020-04-01,23
Africa,,2020-04-02,28
Africa,,2020-04-03,30.85714
Africa,,2020-04-04,35.57143
Africa,,2020-04-05,41.71429
Africa,,2020-04-06,44.85714
Africa,,2020-04-07,47.57143
Africa,,2020-04-08,48.57143
Africa,,2020-04-09,48.57143
Africa,,2020-04-10,51.71429
Africa,,2020-04-11,51.28571
Africa,,2020-04-12,49.14286
Africa,,2020-04-13,49.57143
Africa,,2020-04-14,48.57143
Africa,,2020-04-15,48
Africa,,2020-04-16,48.28571
Africa,,2020-04-17,46.14286
Africa,,2020-04-18,45.14286
Africa,,2020-04-19,47.57143
Africa,,2020-04-20,46.42857
Africa,,2020-04-21,45.14286
Africa,,2020-04-22,47.14286
Africa,,2020-04-23,47.42857
Africa,,2020-04-24,44
Africa,,2020-04-25,45.28571
Africa,,2020-04-26,43.14286
Africa,,2020-04-27,43.28571
Africa,,2020-04-28,47.71429
Africa,,2020-04-29,49.71429
Africa,,2020-04-30,48.14286
Africa,,2020-05-01,52.57143
Africa,,2020-05-02,54.85714
Africa,,2020-05-03,53.28571
Africa,,2020-05-04,54.28571
Africa,,2020-05-05,55
Africa,,2020-05-06,59.71429
Africa,,2020-05-07,62.71429
Africa,,2020-05-08,66
Africa,,2020-05-09,66
Africa,,2020-05-10,70.57143
Africa,,2020-05-11,71.71429
Africa,,2020-05-12,69.57143
Africa,,2020-05-13,69.57143
Africa,,2020-05-14,69.85714
Africa,,2020-05-15,67.14286
Africa,,2020-05-16,69.57143
Africa,,2020-05-17,67
Africa,,2020-05-18,69.71429
Africa,,2020-05-19,73.14286
Africa,,2020-05-20,71
Africa,,2020-05-21,76.14286
Africa,,2020-05-22,80
Africa,,2020-05-23,78.42857
Africa,,2020-05-24,85
Africa,,2020-05-25,92.42857
Africa,,2020-05-26,97.71429
Africa,,2020-05-27,101.28571
Africa,,2020-05-28,99.42857
Africa,,2020-05-29,105.42857
Africa,,2020-05-30,116
Africa,,2020-05-31,124
Africa,,2020-06-01,123.42857
Africa,,2020-06-02,129
Africa,,2020-06-03,128.85714
Africa,,2020-06-04,137.85714
Africa,,2020-06-05,141.85714
Africa,,2020-06-06,140.85714
Africa,,2020-06-07,138
Africa,,2020-06-08,145.71429
Africa,,2020-06-09,149.14286
Africa,,2020-06-10,155.28571
Africa,,2020-06-11,156.42857
Africa,,2020-06-12,162.14286
Africa,,2020-06-13,171.14286
Africa,,2020-06-14,181.57143
Africa,,2020-06-15,199.85714
Africa,,2020-06-16,211
Africa,,2020-06-17,218.57143
Africa,,2020-06-18,224
Africa,,2020-06-19,233.14286
Africa,,2020-06-20,237.85714
Africa,,2020-06-21,236.57143
Africa,,2020-06-22,225.14286
Africa,,2020-06-23,229.28571
Africa,,2020-06-24,233.85714
Africa,,2020-06-25,235.71429
Africa,,2020-06-26,228.57143
Africa,,2020-06-27,223.71429
Africa,,2020-06-28,221.14286
Africa,,2020-06-29,220.14286
Africa,,2020-06-30,218
Africa,,2020-07-01,221.42857
Africa,,2020-07-02,224.85714
Africa,,2020-07-03,228.57143
Africa,,2020-07-04,228.42857
Africa,,2020-07-05,242.85714
Africa,,2020-07-06,247.57143
Africa,,2020-07-07,261.57143
Africa,,2020-07-08,261
Africa,,2020-07-09,259.28571
Africa,,2020-07-10,269.42857
Africa,,2020-07-11,272.14286
Africa,,2020-07-12,268.85714
Africa,,2020-07-13,264.42857
Africa,,2020-07-14,255
Africa,,2020-07-15,250.85714
Africa,,2020-07-16,271.42857
Africa,,2020-07-17,272.14286
Africa,,2020-07-18,281
Africa,,2020-07-19,274.85714
Africa,,2020-07-20,280
Africa,,2020-07-21,282.14286
Africa,,2020-07-22,351
Africa,,2020-07-23,336.57143
Africa,,2020-07-24,347.28571
Africa,,2020-07-25,366.57143
Africa,,2020-07-26,371
Africa,,2020-07-27,393.14286
Africa,,2020-07-28,394.28571
Africa,,2020-07-29,345.57143
Africa,,2020-07-30,372
Africa,,2020-07-31,368.28571
Africa,,2020-08-01,350.42857
Africa,,2020-08-02,362.85714
Africa,,2020-08-03,350.28571
Africa,,2020-08-04,371.71429
Africa,,2020-08-05,396.28571
Africa,,2020-08-06,393
Africa,,2020-08-07,403.71429
Africa,,2020-08-08,421
Africa,,2020-08-09,424.71429
Africa,,2020-08-10,424.42857
Africa,,2020-08-11,395.42857
Africa,,2020-08-12,377
Africa,,2020-08-13,373.28571
Africa,,2020-08-14,370
Africa,,2020-08-15,345.28571
Africa,,2020-08-16,336.28571
Africa,,2020-08-17,328.42857
Africa,,2020-08-18,349.28571
Africa,,2020-08-19,337.57143
Africa,,2020-08-20,327.85714
Africa,,2020-08-21,318.71429
Africa,,2020-08-22,323.57143
Africa,,2020-08-23,307.42857
Africa,,2020-08-24,301.14286
Africa,,2020-08-25,282.28571
Africa,,2020-08-26,281
Africa,,2020-08-27,269
Africa,,2020-08-28,251.71429
Africa,,2020-08-29,259.85714
Africa,,2020-08-30,257.28571
Africa,,2020-08-31,258.14286
Africa,,2020-09-01,252.28571
Africa,,2020-09-02,244.57143
Africa,,2020-09-03,250.85714
Africa,,2020-09-04,251.85714
Africa,,2020-09-05,236.71429
Africa,,2020-09-06,245.28571
Africa,,2020-09-07,244.14286
Africa,,2020-09-08,241.85714
Africa,,2020-09-09,231.42857
Africa,,2020-09-10,215.42857
Africa,,2020-09-11,214.42857
Africa,,2020-09-12,203.14286
Africa,,2020-09-13,188.42857
Africa,,2020-09-14,181.71429
Africa,,2020-09-15,189
Africa,,2020-09-16,187.14286
Africa,,2020-09-17,186.28571
Africa,,2020-09-18,180.85714
Africa,,2020-09-19,188.85714
Africa,,2020-09-20,190.57143
Africa,,2020-09-21,184.14286
Africa,,2020-09-22,178.85714
Africa,,2020-09-23,183.14286
Africa,,2020-09-24,182.57143
Africa,,2020-09-25,177
Africa,,2020-09-26,172.14286
Africa,,2020-09-27,172.42857
Africa,,2020-09-28,196.42857
Africa,,2020-09-29,193.14286
Africa,,2020-09-30,190.28571
Africa,,2020-10-01,196.28571
Africa,,2020-10-02,195.57143
Africa,,2020-10-03,187.42857
Africa,,2020-10-04,192.42857
Africa,,2020-10-05,168.71429
Africa,,2020-10-06,164.57143
Africa,,2020-10-07,176
Africa,,2020-10-08,187.57143
Africa,,2020-10-09,200
Africa,,2020-10-10,222.85714
Africa,,2020-10-11,228.28571
Africa,,2020-10-12,237.57143
Africa,,2020-10-13,249.42857
Africa,,2020-10-14,248.57143
Africa,,2020-10-15,242.28571
Africa,,2020-10-16,238.14286
Africa,,2020-10-17,237.28571
Africa,,2020-10-18,234
Africa,,2020-10-19,232.71429
Africa,,2020-10-20,236.57143
Africa,,2020-10-21,235
Africa,,2020-10-22,229.57143
Africa,,2020-10-23,232
Africa,,2020-10-24,226
Africa,,2020-10-25,216.14286
Africa,,2020-10-26,239.57143
Africa,,2020-10-27,223
Africa,,2020-10-28,236.42857
Africa,,2020-10-29,234.42857
Africa,,2020-10-30,244.14286
Africa,,2020-10-31,244.28571
Africa,,2020-11-01,273.71429
Africa,,2020-11-02,254.57143
Africa,,2020-11-03,273.71429
Africa,,2020-11-04,257.85714
Africa,,2020-11-05,272.42857
Africa,,2020-11-06,262.57143
Africa,,2020-11-07,284.57143
Africa,,2020-11-08,312.14286
Africa,,2020-11-09,317.14286
Africa,,2020-11-10,320.71429
Africa,,2020-11-11,334.57143
Africa,,2020-11-12,329.57143
Africa,,2020-11-13,337.71429
Africa,,2020-11-14,317.28571
Africa,,2020-11-15,286
Africa,,2020-11-16,290.28571
Africa,,2020-11-17,297.71429
Africa,,2020-11-18,306.28571
Africa,,2020-11-19,307.28571
Africa,,2020-11-20,326.14286
Africa,,2020-11-21,337.42857
Africa,,2020-11-22,336.57143
Africa,,2020-11-23,335.14286
Africa,,2020-11-24,328.14286
Africa,,2020-11-25,317.28571
Africa,,2020-11-26,320.28571
Africa,,2020-11-27,307.14286
Africa,,2020-11-28,295.85714
Africa,,2020-11-29,286.42857
Africa,,2020-11-30,286.42857
Africa,,2020-12-01,274.14286
Africa,,2020-12-02,276.14286
Africa,,2020-12-03,271.85714
Africa,,2020-12-04,287.57143
Africa,,2020-12-05,295
Africa,,2020-12-06,306.71429
Africa,,2020-12-07,303.71429
Africa,,2020-12-08,324.28571
Africa,,2020-12-09,327.14286
Africa,,2020-12-10,345.28571
Africa,,2020-12-11,340.71429
Africa,,2020-12-12,346.28571
Africa,,2020-12-13,352
Africa,,2020-12-14,361
Africa,,2020-12-15,364.57143
Africa,,2020-12-16,364
Africa,,2020-12-17,364.28571
Africa,,2020-12-18,378.28571
Africa,,2020-12-19,395.85714
Africa,,2020-12-20,395
Africa,,2020-12-21,411.85714
Africa,,2020-12-22,426.42857
Africa,,2020-12-23,494.14286
Africa,,2020-12-24,516.71429
Africa,,2020-12-25,520.71429
Africa,,2020-12-26,516.42857
Africa,,2020-12-27,529.57143
Africa,,2020-12-28,546.14286
Africa,,2020-12-29,573
Africa,,2020-12-30,556
Africa,,2020-12-31,576.42857
Africa,,2021-01-01,595.57143
Africa,,2021-01-02,609.28571
Africa,,2021-01-03,634
Albania,ALB,2020-03-13,0.33333
Albania,ALB,2020-03-14,0.25
Albania,ALB,2020-03-15,0.2
Albania,ALB,2020-03-16,0.16667
Albania,ALB,2020-03-17,0.14286
Albania,ALB,2020-03-18,0.14286
Albania,ALB,2020-03-19,0.14286
Albania,ALB,2020-03-20,0.14286
Albania,ALB,2020-03-21,0.14286
Albania,ALB,2020-03-22,0.14286
Albania,ALB,2020-03-23,0.42857
Albania,ALB,2020-03-24,0.57143
Albania,ALB,2020-03-25,0.42857
Albania,ALB,2020-03-26,0.57143
Albania,ALB,2020-03-27,0.85714
Albania,ALB,2020-03-28,1.14286
Albania,ALB,2020-03-29,1.14286
Albania,ALB,2020-03-30,1
Albania,ALB,2020-03-31,1.42857
Albania,ALB,2020-04-01,1.42857
Albania,ALB,2020-04-02,1.42857
Albania,ALB,2020-04-03,1.28571
Albania,ALB,2020-04-04,1.42857
Albania,ALB,2020-04-05,1.42857
Albania,ALB,2020-04-06,1.42857
Albania,ALB,2020-04-07,1
Albania,ALB,2020-04-08,1
Albania,ALB,2020-04-09,1
Albania,ALB,2020-04-10,0.85714
Albania,ALB,2020-04-11,0.42857
Albania,ALB,2020-04-12,0.42857
Albania,ALB,2020-04-13,0.28571
Albania,ALB,2020-04-14,0.28571
Albania,ALB,2020-04-15,0.42857
Albania,ALB,2020-04-16,0.42857
Albania,ALB,2020-04-17,0.42857
Albania,ALB,2020-04-18,0.42857
Albania,ALB,2020-04-19,0.42857
Albania,ALB,2020-04-20,0.42857
Albania,ALB,2020-04-21,0.28571
Albania,ALB,2020-04-22,0.28571
Albania,ALB,2020-04-23,0.14286
Albania,ALB,2020-04-24,0.14286
Albania,ALB,2020-04-25,0.14286
Albania,ALB,2020-04-26,0.28571
Albania,ALB,2020-04-27,0.28571
Albania,ALB,2020-04-28,0.57143
Albania,ALB,2020-04-29,0.42857
Albania,ALB,2020-04-30,0.57143
Albania,ALB,2020-05-01,0.57143
Albania,ALB,2020-05-02,0.57143
Albania,ALB,2020-05-03,0.42857
Albania,ALB,2020-05-04,0.42857
Albania,ALB,2020-05-05,0.14286
Albania,ALB,2020-05-06,0.14286
Albania,ALB,2020-05-07,0
Albania,ALB,2020-05-08,0
Albania,ALB,2020-05-09,0
Albania,ALB,2020-05-10,0
Albania,ALB,2020-05-11,0
Albania,ALB,2020-05-12,0
Albania,ALB,2020-05-13,0
Albania,ALB,2020-05-14,0
Albania,ALB,2020-05-15,0
Albania,ALB,2020-05-16,0
Albania,ALB,2020-05-17,0
Albania,ALB,2020-05-18,0
Albania,ALB,2020-05-19,0
Albania,ALB,2020-05-20,0
Albania,ALB,2020-05-21,0
Albania,ALB,2020-05-22,0
Albania,ALB,2020-05-23,0
Albania,ALB,2020-05-24,0.14286
Albania,ALB,2020-05-25,0.14286
Albania,ALB,2020-05-26,0.28571
Albania,ALB,2020-05-27,0.28571
Albania,ALB,2020-05-28,0.28571
Albania,ALB,2020-05-29,0.28571
Albania,ALB,2020-05-30,0.28571
Albania,ALB,2020-05-31,0.14286
Albania,ALB,2020-06-01,0.14286
Albania,ALB,2020-06-02,0
Albania,ALB,2020-06-03,0
Albania,ALB,2020-06-04,0
Albania,ALB,2020-06-05,0
Albania,ALB,2020-06-06,0.14286
Albania,ALB,2020-06-07,0.14286
Albania,ALB,2020-06-08,0.14286
Albania,ALB,2020-06-09,0.14286
Albania,ALB,2020-06-10,0.14286
Albania,ALB,2020-06-11,0.28571
Albania,ALB,2020-06-12,0.42857
Albania,ALB,2020-06-13,0.28571
Albania,ALB,2020-06-14,0.28571
Albania,ALB,2020-06-15,0.28571
Albania,ALB,2020-06-16,0.42857
Albania,ALB,2020-06-17,0.57143
Albania,ALB,2020-06-18,0.57143
Albania,ALB,2020-06-19,0.85714
Albania,ALB,2020-06-20,1
Albania,ALB,2020-06-21,1.14286
Albania,ALB,2020-06-22,1.14286
Albania,ALB,2020-06-23,1.14286
Albania,ALB,2020-06-24,1.28571
Albania,ALB,2020-06-25,1.42857
Albania,ALB,2020-06-26,1.28571
Albania,ALB,2020-06-27,1.42857
Albania,ALB,2020-06-28,1.57143
Albania,ALB,2020-06-29,2
Albania,ALB,2020-06-30,2.42857
Albania,ALB,2020-07-01,2.57143
Albania,ALB,2020-07-02,2.85714
Albania,ALB,2020-07-03,3
